year,date,cardinal_direction_seq,classification_seq,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,public_holiday,school_holiday
2021,5/05/2021,Northbound,Heavy Vehicles,11,8,6,19,25,30,158,115,117,131,122,81,80,72,70,80,68,51,48,22,13,16,14,7,0,0
2021,5/05/2021,Southbound,All Vehicles,124,60,49,54,110,285,799,1107,1180,1065,1146,1177,1210,1248,1627,1729,2015,2082,1708,899,770,717,550,269,0,0
2021,5/05/2021,Northbound,All Vehicles,57,28,21,54,120,411,1628,2009,2124,1832,1202,1031,1009,1020,1170,1277,1285,1319,1171,637,496,471,311,157,0,0
2021,6/05/2021,Northbound,Heavy Vehicles,3,4,6,7,20,33,153,113,87,114,112,107,70,60,68,65,64,52,41,26,17,13,11,5,0,0
2021,6/05/2021,Southbound,Light Vehicles,117,81,56,61,95,268,650,991,1147,1006,1041,1037,1063,1118,1333,1686,1856,1844,1531,923,767,686,529,283,0,0
2021,6/05/2021,Southbound,Heavy Vehicles,9,2,3,6,15,32,58,64,73,74,98,105,83,92,104,100,97,62,38,30,20,10,11,11,0,0
2021,6/05/2021,Northbound,Light Vehicles,48,26,26,33,100,388,1357,1834,1847,1517,1043,903,928,932,994,1134,1174,1278,1030,587,473,425,264,127,0,0
2021,6/05/2021,Northbound,All Vehicles,51,30,32,40,120,421,1510,1947,1934,1631,1155,1010,998,992,1062,1199,1238,1330,1071,613,490,438,275,132,0,0
2021,6/05/2021,Southbound,All Vehicles,126,83,59,67,110,300,708,1055,1220,1080,1139,1142,1146,1210,1437,1786,1953,1906,1569,953,787,696,540,294,0,0
2021,7/05/2021,Southbound,Light Vehicles,122,66,47,48,89,294,647,901,1183,1037,1100,1136,1253,1280,1488,1706,1970,1810,1488,883,681,734,720,450,0,0
2021,7/05/2021,Northbound,Heavy Vehicles,5,3,9,6,24,32,144,120,104,93,102,104,94,86,94,76,64,56,39,20,13,10,9,5,0,0
2021,7/05/2021,Southbound,Heavy Vehicles,8,6,4,3,13,32,78,67,79,81,99,94,104,97,105,90,97,76,58,34,20,17,15,14,0,0
2021,7/05/2021,Northbound,Light Vehicles,68,30,26,32,88,415,1266,1885,1560,1429,1028,1126,973,1067,1146,1287,1242,1210,1093,627,446,437,413,299,0,0
2021,7/05/2021,Southbound,All Vehicles,130,72,51,51,102,326,725,968,1262,1118,1199,1230,1357,1377,1593,1796,2067,1886,1546,917,701,751,735,464,0,0
2021,7/05/2021,Northbound,All Vehicles,73,33,35,38,112,447,1410,2005,1664,1522,1130,1230,1067,1153,1240,1363,1306,1266,1132,647,459,447,422,304,0,0
2021,8/05/2021,Southbound,Light Vehicles,258,191,102,88,67,226,352,680,1002,1260,1331,1519,1551,1697,1544,1518,1527,1524,1175,775,611,659,662,525,0,0
2021,8/05/2021,Northbound,Light Vehicles,138,81,51,44,53,185,556,804,1131,1201,1420,1388,1345,1332,1358,1276,1243,1411,1001,589,459,473,486,342,0,0
2021,8/05/2021,Southbound,Heavy Vehicles,7,4,3,7,7,9,25,36,55,42,60,67,36,62,53,40,28,50,30,16,9,11,17,9,0,0
2021,8/05/2021,Northbound,Heavy Vehicles,8,3,5,6,6,15,55,52,51,64,53,45,51,46,46,30,32,39,22,14,12,11,13,9,0,0
2021,8/05/2021,Southbound,All Vehicles,265,195,105,95,74,235,377,716,1057,1302,1391,1586,1587,1759,1597,1558,1555,1574,1205,791,620,670,679,534,0,0
2021,8/05/2021,Northbound,All Vehicles,146,84,56,50,59,200,611,856,1182,1265,1473,1433,1396,1378,1404,1306,1275,1450,1023,603,471,484,499,351,0,0
2021,10/05/2021,Northbound,Heavy Vehicles,3,4,8,7,24,38,147,135,107,112,89,75,68,84,82,87,56,62,38,31,11,8,9,5,0,0
2021,10/05/2021,Northbound,Light Vehicles,51,20,22,37,88,404,1378,1977,1836,1382,962,902,884,885,1011,1088,1175,1219,945,595,458,364,214,95,0,0
2021,10/05/2021,Southbound,Heavy Vehicles,2,2,6,6,12,32,76,71,70,86,101,105,116,100,85,142,103,82,66,31,17,12,8,5,0,0
2021,10/05/2021,Southbound,Light Vehicles,83,43,46,41,99,312,707,1049,1073,1059,993,995,1108,1161,1388,1676,1897,2076,1630,915,674,600,434,183,0,0
2021,10/05/2021,Northbound,All Vehicles,54,24,30,44,112,442,1525,2112,1943,1494,1051,977,952,969,1093,1175,1231,1281,983,626,469,372,223,100,0,0
2021,10/05/2021,Southbound,All Vehicles,85,45,52,47,111,344,783,1120,1143,1145,1094,1100,1224,1261,1473,1818,2000,2158,1696,946,691,612,442,188,0,0
2021,11/05/2021,Northbound,Light Vehicles,47,23,27,36,94,428,1481,2051,1920,1555,1001,930,931,977,1069,1112,1152,1268,1121,570,529,377,286,114,0,0
2021,11/05/2021,Northbound,Heavy Vehicles,,6,3,11,16,32,164,133,126,131,108,93,82,97,78,80,66,51,49,24,15,15,12,7,0,0
2021,11/05/2021,Southbound,Light Vehicles,107,63,55,45,115,347,775,1087,1106,1072,1084,1049,1129,1202,1360,1741,1971,1981,1792,978,693,641,526,213,0,0
2021,11/05/2021,Southbound,Heavy Vehicles,6,4,1,3,12,38,79,80,66,95,104,99,105,101,90,119,99,59,73,32,20,21,11,5,0,0
2021,11/05/2021,Northbound,All Vehicles,47,29,30,47,110,460,1645,2184,2046,1686,1109,1023,1013,1074,1147,1192,1218,1319,1170,594,544,392,298,121,0,0
2021,11/05/2021,Southbound,All Vehicles,113,67,56,48,127,385,854,1167,1172,1167,1188,1148,1234,1303,1450,1860,2070,2040,1865,1010,713,662,537,218,0,0
2021,12/05/2021,Southbound,Heavy Vehicles,11,6,6,7,13,,79,75,75,83,101,92,110,103,106,115,105,,,,,24,12,10,0,0
2021,12/05/2021,Northbound,Light Vehicles,45,16,24,32,96,,1447,2007,1958,1419,1149,1011,973,963,1079,1168,1142,1,,,,468,244,117,0,0
2021,12/05/2021,Southbound,Light Vehicles,92,61,54,51,93,,756,1108,1131,1016,1107,1140,1175,1171,1494,1694,1975,,,,,789,485,266,0,0
2021,12/05/2021,Northbound,Heavy Vehicles,2,5,12,5,26,,164,125,109,121,111,85,85,65,84,82,66,,,,,17,11,8,0,0
2021,12/05/2021,Southbound,All Vehicles,103,67,60,58,106,,835,1183,1206,1099,1208,1232,1285,1274,1600,1809,2080,,,,,813,497,276,0,0
2021,12/05/2021,Northbound,All Vehicles,47,21,36,37,122,,1611,2132,2067,1540,1260,1096,1058,1028,1163,1250,1208,1,,,,485,255,125,0,0
2021,13/05/2021,Southbound,Light Vehicles,134,71,61,48,,300,760,1021,1123,1085,988,1100,1258,1186,1519,1696,1971,2027,1819,1036,833,772,564,244,0,0
2021,13/05/2021,Southbound,Heavy Vehicles,10,2,2,6,,34,68,73,76,84,97,108,122,103,122,119,105,87,51,23,24,15,12,6,0,0
2021,13/05/2021,Northbound,Light Vehicles,58,33,24,40,,397,1437,1962,1876,1403,1066,1052,1034,967,1074,1271,1310,1287,1183,671,549,463,302,161,0,0
2021,13/05/2021,Northbound,Heavy Vehicles,4,3,6,5,,38,152,115,104,127,124,97,110,96,92,82,56,77,41,24,20,13,10,6,0,0
2021,13/05/2021,Southbound,All Vehicles,144,73,63,54,,334,828,1094,1199,1169,1085,1208,1380,1289,1641,1815,2076,2114,1870,1059,857,787,576,250,0,0
2021,13/05/2021,Northbound,All Vehicles,62,36,30,45,,435,1589,2077,1980,1530,1190,1149,1144,1063,1166,1353,1366,1364,1224,695,569,476,312,167,0,0
2021,14/05/2021,Northbound,Heavy Vehicles,2,4,9,6,20,44,164,139,91,115,106,100,105,80,86,72,80,59,44,,,,,4,0,0
2021,14/05/2021,Southbound,Heavy Vehicles,6,4,1,5,19,33,72,77,84,83,112,121,95,96,132,110,114,70,58,,,,,12,0,0
2021,14/05/2021,Southbound,Light Vehicles,145,69,54,55,109,326,716,1037,1096,1021,1077,1201,1239,1293,1514,1807,1968,1977,1573,,,,,437,0,0
2021,14/05/2021,Northbound,Light Vehicles,64,35,25,25,103,410,1354,1898,1712,1333,1102,969,981,1080,1130,1219,1213,1326,1009,,,,,260,0,0
2021,14/05/2021,Northbound,All Vehicles,66,39,34,31,123,454,1518,2037,1803,1448,1208,1069,1086,1160,1216,1291,1293,1385,1053,,,,,264,0,0
2021,14/05/2021,Southbound,All Vehicles,151,73,55,60,128,359,788,1114,1180,1104,1189,1322,1334,1389,1646,1917,2082,2047,1631,,,,,449,0,0
2021,15/05/2021,Northbound,Heavy Vehicles,7,2,6,3,12,17,44,51,45,61,50,56,44,51,44,26,29,27,20,20,12,10,16,9,0,0
2021,15/05/2021,Northbound,Light Vehicles,126,74,55,46,70,177,573,819,1069,1240,1282,1444,1375,1306,1393,1245,1183,1426,904,595,394,472,466,354,0,0
2021,15/05/2021,Southbound,Heavy Vehicles,9,7,3,5,6,12,23,37,48,45,50,40,43,50,49,32,32,45,22,22,12,10,9,8,0,0
2021,15/05/2021,Southbound,Light Vehicles,219,173,92,79,78,218,369,667,978,1301,1405,1532,1490,1637,1545,1480,1458,1525,1247,777,626,711,712,510,0,0
2021,15/05/2021,Northbound,All Vehicles,133,76,61,49,82,194,617,870,1114,1301,1332,1500,1419,1357,1437,1271,1212,1453,924,615,406,482,482,363,0,0
2021,15/05/2021,Southbound,All Vehicles,228,180,95,84,84,230,392,704,1026,1346,1455,1572,1533,1687,1594,1512,1490,1570,1269,799,638,721,721,518,0,0
2021,16/05/2021,Southbound,Heavy Vehicles,9,3,3,2,4,4,4,9,21,31,25,32,32,41,26,25,35,30,23,16,13,12,6,4,0,0
2021,16/05/2021,Southbound,Light Vehicles,321,208,132,95,78,134,206,353,625,965,1188,1409,1417,1256,1363,1408,1469,1432,985,703,577,558,358,190,0,0
2021,16/05/2021,Northbound,Light Vehicles,204,112,57,51,48,126,242,340,670,940,976,1244,1219,1184,1248,1150,1194,1142,696,595,438,382,222,94,0,0
2021,16/05/2021,Northbound,Heavy Vehicles,6,5,1,,2,8,9,16,14,24,27,27,32,21,31,30,26,28,23,15,12,7,9,5,0,0
2021,16/05/2021,Southbound,All Vehicles,330,211,135,97,82,138,210,362,646,996,1213,1441,1449,1297,1389,1433,1504,1462,1008,719,590,570,364,194,0,0
2021,16/05/2021,Northbound,All Vehicles,210,117,58,51,50,134,251,356,684,964,1003,1271,1251,1205,1279,1180,1220,1170,719,610,450,389,231,99,0,0
2021,17/05/2021,Northbound,Heavy Vehicles,4,2,13,10,17,29,158,135,101,103,101,84,98,82,61,78,62,40,39,26,16,12,9,9,0,0
2021,17/05/2021,Southbound,Light Vehicles,82,45,27,58,92,315,748,1063,1093,1158,978,1051,1167,1200,1385,1732,1987,1999,1695,882,651,577,373,192,0,0
2021,17/05/2021,Southbound,Heavy Vehicles,6,,2,9,13,29,67,72,64,80,90,111,113,100,89,107,125,70,49,31,18,19,11,5,0,0
2021,17/05/2021,Northbound,Light Vehicles,36,36,28,27,87,405,1415,1941,1862,1389,984,896,960,938,1015,1216,1110,1215,875,578,441,338,192,89,0,0
2021,17/05/2021,Northbound,All Vehicles,40,38,41,37,104,434,1573,2076,1963,1492,1085,980,1058,1020,1076,1294,1172,1255,914,604,457,350,201,98,0,0
2021,17/05/2021,Southbound,All Vehicles,88,45,29,67,105,344,815,1135,1157,1238,1068,1162,1280,1300,1474,1839,2112,2069,1744,913,669,596,384,197,0,0
2021,18/05/2021,Southbound,Heavy Vehicles,7,4,4,3,14,22,70,63,72,102,84,97,109,,,,125,74,52,26,18,14,14,7,0,0
2021,18/05/2021,Northbound,Heavy Vehicles,4,2,8,7,24,36,156,133,98,136,100,84,71,,,,56,57,41,21,23,11,10,6,0,0
2021,18/05/2021,Northbound,Light Vehicles,34,24,23,29,96,425,1481,2021,1774,1519,1084,1005,941,1,,,1244,1254,1137,580,545,463,289,106,0,0
2021,18/05/2021,Southbound,Light Vehicles,80,45,34,39,108,359,743,1073,1127,1154,1036,1143,1198,1,,,2031,2033,1893,991,739,661,522,206,0,0
2021,18/05/2021,Southbound,All Vehicles,87,49,38,42,122,381,813,1136,1199,1256,1120,1240,1307,1,,,2156,2107,1945,1017,757,675,536,213,0,0
2021,18/05/2021,Northbound,All Vehicles,38,26,31,36,120,461,1637,2154,1872,1655,1184,1089,1012,1,,,1300,1311,1178,601,568,474,299,112,0,0
2021,19/05/2021,Northbound,Heavy Vehicles,5,1,12,7,22,34,161,130,87,145,102,92,91,93,80,94,71,56,45,30,25,15,14,5,0,0
2021,19/05/2021,Northbound,Light Vehicles,40,27,22,28,81,433,1526,2065,1832,1527,1042,976,1034,913,1134,1232,1164,1282,1109,655,524,463,282,115,0,0
2021,19/05/2021,Southbound,Heavy Vehicles,3,7,4,5,18,29,73,73,75,80,83,108,91,101,105,105,114,70,78,28,21,22,15,7,0,0
2021,19/05/2021,Southbound,Light Vehicles,107,68,37,47,99,330,742,1095,1143,1115,1037,1100,1124,1215,1501,1749,2043,2057,1881,936,813,698,528,237,0,0
2021,19/05/2021,Northbound,All Vehicles,45,28,34,35,103,467,1687,2195,1919,1672,1144,1068,1125,1006,1214,1326,1235,1338,1154,685,549,478,296,120,0,0
2021,19/05/2021,Southbound,All Vehicles,110,75,41,52,117,359,815,1168,1218,1195,1120,1208,1215,1316,1606,1854,2157,2127,1959,964,834,720,543,244,0,0
2021,20/05/2021,Southbound,Heavy Vehicles,3,4,3,6,19,31,70,67,79,85,86,109,115,112,97,131,122,72,46,32,28,18,10,8,0,0
2021,20/05/2021,Southbound,Light Vehicles,114,70,46,62,95,314,732,1104,1149,1059,1041,1144,1248,1228,1480,1776,1975,2025,1745,1047,843,792,600,312,0,0
2021,20/05/2021,Northbound,Light Vehicles,44,27,25,33,79,430,1448,2005,1893,1487,1116,1027,1001,1029,1033,1201,1280,1280,1112,664,533,478,310,140,0,0
2021,20/05/2021,Northbound,Heavy Vehicles,1,5,4,10,17,32,144,140,100,130,117,84,107,90,84,73,69,55,31,24,18,15,10,8,0,0
2021,20/05/2021,Southbound,All Vehicles,117,74,49,68,114,345,802,1171,1228,1144,1127,1253,1363,1340,1577,1907,2097,2097,1791,1079,871,810,610,320,0,0
2021,20/05/2021,Northbound,All Vehicles,45,32,29,43,96,462,1592,2145,1993,1617,1233,1111,1108,1119,1117,1274,1349,1335,1143,688,551,493,320,148,0,0
2021,21/05/2021,Southbound,Light Vehicles,155,82,62,60,95,331,669,973,1138,1113,1089,1168,1177,1305,1585,1734,1911,1950,1601,868,733,708,738,444,0,0
2021,21/05/2021,Northbound,Heavy Vehicles,5,3,10,11,20,42,166,135,109,116,96,64,88,78,76,84,71,59,29,16,13,12,18,6,0,0
2021,21/05/2021,Northbound,Light Vehicles,58,28,32,37,85,426,1379,1907,1608,1371,971,656,1061,1009,1085,1186,1249,1308,977,644,509,462,474,249,0,0
2021,21/05/2021,Southbound,Heavy Vehicles,6,4,4,3,11,35,67,76,78,87,91,93,96,116,115,124,108,72,48,37,18,18,12,11,0,0
2021,21/05/2021,Southbound,All Vehicles,161,86,66,63,106,366,736,1049,1216,1200,1180,1261,1273,1421,1700,1858,2019,2022,1649,905,751,726,750,455,0,0
2021,21/05/2021,Northbound,All Vehicles,63,31,42,48,105,468,1545,2042,1717,1487,1067,720,1149,1087,1161,1270,1320,1367,1006,660,522,474,492,255,0,0
2021,22/05/2021,Southbound,Heavy Vehicles,5,3,4,2,7,13,28,28,41,56,48,68,36,43,47,48,40,40,34,17,18,9,11,6,0,0
2021,22/05/2021,Northbound,Heavy Vehicles,3,2,5,9,10,14,61,58,45,50,62,48,46,40,43,38,42,27,32,16,14,10,10,12,0,0
2021,22/05/2021,Northbound,Light Vehicles,135,76,42,50,60,195,580,846,1058,1252,1402,1439,1363,1280,1373,1356,1233,1195,1018,601,515,489,467,378,0,0
2021,22/05/2021,Southbound,Light Vehicles,273,167,114,96,87,229,376,641,943,1260,1337,1573,1611,1563,1527,1554,1499,1619,1237,854,640,723,725,511,0,0
2021,22/05/2021,Southbound,All Vehicles,278,170,118,98,94,242,404,669,984,1316,1385,1641,1647,1606,1574,1602,1539,1659,1271,871,658,732,736,517,0,0
2021,22/05/2021,Northbound,All Vehicles,138,78,47,59,70,209,641,904,1103,1302,1464,1487,1409,1320,1416,1394,1275,1222,1050,617,529,499,477,390,0,0
2021,23/05/2021,Southbound,Heavy Vehicles,7,5,7,3,2,3,5,15,22,,27,25,32,34,31,20,22,25,17,13,13,8,7,7,0,0
2021,23/05/2021,Southbound,Light Vehicles,317,202,140,105,85,132,211,423,595,,1165,1385,1442,1414,1402,1299,1315,1402,891,736,577,548,378,169,0,0
2021,23/05/2021,Northbound,Heavy Vehicles,7,4,3,4,5,7,8,18,19,,28,33,36,27,26,25,26,19,21,17,6,10,7,7,0,0
2021,23/05/2021,Northbound,Light Vehicles,240,129,80,61,55,145,230,350,613,,1117,1233,1204,1263,1147,1112,1176,1028,637,510,452,347,245,121,0,0
2021,23/05/2021,Southbound,All Vehicles,324,207,147,108,87,135,216,438,617,,1192,1410,1474,1448,1433,1319,1337,1427,908,749,590,556,385,176,0,0
2021,23/05/2021,Northbound,All Vehicles,247,133,83,65,60,152,238,368,632,,1145,1266,1240,1290,1173,1137,1202,1047,658,527,458,357,252,128,0,0
2021,24/05/2021,Northbound,Light Vehicles,46,25,25,38,94,379,1242,1933,1982,1477,923,976,924,895,931,1093,1221,1207,920,582,467,355,195,70,0,0
2021,24/05/2021,Northbound,Heavy Vehicles,2,4,5,11,21,30,136,124,113,112,101,96,90,70,91,70,63,61,38,20,14,13,7,8,0,0
2021,24/05/2021,Southbound,Heavy Vehicles,4,4,3,5,11,29,60,67,62,76,96,111,115,92,116,106,94,73,45,35,13,19,10,7,0,0
2021,24/05/2021,Southbound,Light Vehicles,102,59,41,52,108,307,692,1044,1173,1101,1038,1069,1114,1097,1348,1651,1931,1971,1484,908,695,529,360,179,0,0
2021,24/05/2021,Northbound,All Vehicles,48,29,30,49,115,409,1378,2057,2095,1589,1024,1072,1014,965,1022,1163,1284,1268,958,602,481,368,202,78,0,0
2021,24/05/2021,Southbound,All Vehicles,106,63,44,57,119,336,752,1111,1235,1177,1134,1180,1229,1189,1464,1757,2025,2044,1529,943,708,548,370,186,0,0
2021,25/05/2021,Northbound,Light Vehicles,37,18,29,27,95,437,1473,1954,1890,1567,975,914,1031,,1041,1194,1161,1342,1055,604,555,453,286,113,0,0
2021,25/05/2021,Southbound,Light Vehicles,91,38,50,50,107,351,738,1052,1027,1030,1020,1057,1226,,1369,1791,1957,2018,1769,1020,765,680,482,221,0,0
2021,25/05/2021,Northbound,Heavy Vehicles,3,2,6,8,22,33,155,125,132,143,112,99,89,,81,76,69,57,50,24,20,11,12,6,0,0
2021,25/05/2021,Southbound,Heavy Vehicles,8,3,1,4,12,25,68,63,58,90,90,106,106,,91,119,126,65,61,37,20,19,13,6,0,0
2021,25/05/2021,Northbound,All Vehicles,40,20,35,35,117,470,1628,2079,2022,1710,1087,1013,1120,,1122,1270,1230,1399,1105,628,575,464,298,119,0,0
2021,25/05/2021,Southbound,All Vehicles,99,41,51,54,119,376,806,1115,1085,1120,1110,1163,1332,,1460,1910,2083,2083,1830,1057,785,699,495,227,0,0
2021,26/05/2021,Northbound,Heavy Vehicles,3,2,17,5,23,40,161,130,120,,94,,,99,87,81,69,56,53,25,16,17,8,5,0,0
2021,26/05/2021,Northbound,Light Vehicles,45,26,29,33,94,442,1481,2047,1887,1,1120,,,1068,1086,1101,1186,1273,1157,615,534,494,356,123,0,0
2021,26/05/2021,Southbound,Light Vehicles,111,54,46,54,94,325,770,1067,1117,,1051,,,1232,1473,1693,1942,1918,1701,1107,782,761,553,247,0,0
2021,26/05/2021,Southbound,Heavy Vehicles,7,5,3,2,13,35,73,78,64,,101,,,110,94,127,98,76,59,33,21,15,8,8,0,0
2021,26/05/2021,Northbound,All Vehicles,48,28,46,38,117,482,1642,2177,2007,1,1214,,,1167,1173,1182,1255,1329,1210,640,550,511,364,128,0,0
2021,26/05/2021,Southbound,All Vehicles,118,59,49,56,107,360,843,1145,1181,,1152,,,1342,1567,1820,2040,1994,1760,1140,803,776,561,255,0,0
2021,27/05/2021,Northbound,Heavy Vehicles,6,2,5,6,18,41,171,109,114,117,94,101,94,92,91,62,76,50,37,26,16,9,10,7,0,0
2021,27/05/2021,Southbound,Light Vehicles,119,56,37,48,104,307,771,1018,1160,1150,1053,1103,1148,1291,1454,1837,1916,2029,1622,1174,806,838,555,291,0,0
2021,27/05/2021,Southbound,Heavy Vehicles,7,5,1,6,18,36,82,80,79,88,91,111,99,120,126,108,122,76,50,33,15,16,11,10,0,0
2021,27/05/2021,Northbound,Light Vehicles,46,35,22,35,103,432,1438,1967,1944,1488,1080,1046,1010,1113,1130,1198,1281,1343,1144,688,592,483,282,133,0,0
2021,27/05/2021,Northbound,All Vehicles,52,37,27,41,121,473,1609,2076,2058,1605,1174,1147,1104,1205,1221,1260,1357,1393,1181,714,608,492,292,140,0,0
2021,27/05/2021,Southbound,All Vehicles,126,61,38,54,122,343,853,1098,1239,1238,1144,1214,1247,1411,1580,1945,2038,2105,1672,1207,821,854,566,301,0,0
2021,28/05/2021,Northbound,Heavy Vehicles,5,5,5,6,24,33,153,136,113,110,108,116,86,108,89,86,80,51,53,28,18,11,15,8,0,0
2021,28/05/2021,Northbound,Light Vehicles,34,37,30,37,84,406,1386,1716,1733,1433,1106,1133,1063,1083,1125,1375,1296,1343,1134,669,480,462,403,300,0,0
2021,28/05/2021,Southbound,Light Vehicles,124,94,58,52,93,289,697,948,1129,1151,1090,1210,1254,1260,1632,1785,1984,1923,1544,979,728,750,764,494,0,0
2021,28/05/2021,Southbound,Heavy Vehicles,3,6,2,4,15,32,76,77,66,81,88,126,87,112,95,104,118,73,52,28,21,19,10,9,0,0
2021,28/05/2021,Northbound,All Vehicles,39,42,35,43,108,439,1539,1852,1846,1543,1214,1249,1149,1191,1214,1461,1376,1394,1187,697,498,473,418,308,0,0
2021,28/05/2021,Southbound,All Vehicles,127,100,60,56,108,321,773,1025,1195,1232,1178,1336,1341,1372,1727,1889,2102,1996,1596,1007,749,769,774,503,0,0
2021,29/05/2021,Northbound,Light Vehicles,159,98,46,50,63,182,578,915,1097,1265,1311,1440,1420,1403,1421,1274,1227,1237,,598,467,444,471,396,0,0
2021,29/05/2021,Southbound,Light Vehicles,294,182,133,105,98,188,348,652,973,1274,1459,1513,1634,1517,1527,1492,1567,1722,1,809,662,628,724,530,0,0
2021,29/05/2021,Southbound,Heavy Vehicles,4,3,4,4,7,20,29,31,49,48,61,48,52,47,49,39,42,62,,19,10,10,11,11,0,0
2021,29/05/2021,Northbound,Heavy Vehicles,6,2,4,6,11,14,50,57,63,52,39,63,38,65,49,39,38,32,,17,11,10,11,12,0,0
2021,29/05/2021,Northbound,All Vehicles,165,100,50,56,74,196,628,972,1160,1317,1350,1503,1458,1468,1470,1313,1265,1269,,615,478,454,482,408,0,0
2021,29/05/2021,Southbound,All Vehicles,298,185,137,109,105,208,377,683,1022,1322,1520,1561,1686,1564,1576,1531,1609,1784,1,828,672,638,735,541,0,0
2021,9/11/2021,Northbound,Heavy Vehicles,1,9,7,17,41,163,144,120,116,120,97,101,85,84,105,74,61,44,29,14,14,10,8,2,0,0
2021,9/11/2021,Southbound,Heavy Vehicles,8,1,2,10,37,84,80,84,108,121,101,120,101,144,131,109,87,64,30,23,19,10,8,6,0,0
2021,9/11/2021,Northbound,Light Vehicles,26,27,29,85,439,1457,2013,1804,1361,947,972,1020,960,1074,1135,1094,1165,1004,601,541,411,280,81,53,0,0
2021,9/11/2021,Southbound,Light Vehicles,40,42,37,104,315,692,1048,1141,1089,1031,1115,1223,1202,1411,1746,1995,1995,1654,958,703,665,471,217,111,0,0
2021,9/11/2021,Northbound,All Vehicles,27,36,36,102,480,1620,2157,1924,1477,1067,1069,1121,1045,1158,1240,1168,1226,1048,630,555,425,290,89,55,0,0
2021,9/11/2021,Southbound,All Vehicles,48,43,39,114,352,776,1128,1225,1197,1152,1216,1343,1303,1555,1877,2104,2082,1718,988,726,684,481,225,117,0,0
2021,10/11/2021,Northbound,Heavy Vehicles,3,5,4,21,50,167,169,114,128,110,96,102,84,97,77,77,55,44,15,27,17,11,3,2,0,0
2021,10/11/2021,Southbound,Heavy Vehicles,10,7,4,16,30,82,63,80,98,109,123,119,110,126,111,115,90,74,41,19,18,9,7,6,0,0
2021,10/11/2021,Northbound,Light Vehicles,19,24,30,91,428,1463,1973,1866,1329,1060,976,945,955,1050,1122,1093,1232,895,580,434,387,246,107,53,0,0
2021,10/11/2021,Southbound,Light Vehicles,55,42,41,110,356,697,1023,1180,1101,990,1187,1202,1277,1481,1661,1827,1897,1543,846,689,654,419,203,120,0,0
2021,10/11/2021,Northbound,All Vehicles,22,29,34,112,478,1630,2142,1980,1457,1170,1072,1047,1039,1147,1199,1170,1287,939,595,461,404,257,110,55,0,0
2021,10/11/2021,Southbound,All Vehicles,65,49,45,126,386,779,1086,1260,1199,1099,1310,1321,1387,1607,1772,1942,1987,1617,887,708,672,428,210,126,0,0
2021,11/11/2021,Northbound,Light Vehicles,24,11,39,91,382,1447,1940,1763,1276,1069,953,1022,986,1087,1218,1155,1254,986,622,472,419,325,179,73,0,0
2021,11/11/2021,Southbound,Light Vehicles,57,39,49,104,323,663,1033,1174,994,1072,1071,1181,1238,1483,1770,2014,2019,1639,950,712,646,460,277,161,0,0
2021,11/11/2021,Northbound,Heavy Vehicles,5,5,7,19,33,149,141,113,128,88,104,80,93,92,91,72,60,40,31,17,12,13,10,4,0,0
2021,11/11/2021,Southbound,Heavy Vehicles,2,5,2,12,39,77,84,73,105,93,120,116,107,89,133,109,96,51,34,14,19,13,9,7,0,0
2021,11/11/2021,Northbound,All Vehicles,29,16,46,110,415,1596,2081,1876,1404,1157,1057,1102,1079,1179,1309,1227,1314,1026,653,489,431,338,189,77,0,0
2021,11/11/2021,Southbound,All Vehicles,59,44,51,116,362,740,1117,1247,1099,1165,1191,1297,1345,1572,1903,2123,2115,1690,984,726,665,473,286,168,0,0
2021,12/11/2021,Southbound,Heavy Vehicles,7,2,6,18,39,83,70,87,94,100,104,99,125,112,118,114,85,70,32,19,22,10,8,6,0,0
2021,12/11/2021,Northbound,Light Vehicles,30,20,32,70,406,1263,1744,1758,1324,1048,995,1030,1029,1219,1271,1217,1252,1083,708,490,474,444,274,160,0,0
2021,12/11/2021,Northbound,Heavy Vehicles,4,5,5,21,41,136,137,125,143,124,80,112,103,85,99,74,60,44,25,21,16,10,6,5,0,0
2021,12/11/2021,Southbound,Light Vehicles,73,55,52,95,301,641,944,1188,1075,1111,1184,1207,1247,1479,1796,1890,1948,1533,1024,724,664,716,462,256,0,0
2021,12/11/2021,Southbound,All Vehicles,80,57,58,113,340,724,1014,1275,1169,1211,1288,1306,1372,1591,1914,2004,2033,1603,1056,743,686,726,470,262,0,0
2021,12/11/2021,Northbound,All Vehicles,34,25,37,91,447,1399,1881,1883,1467,1172,1075,1142,1132,1304,1370,1291,1312,1127,733,511,490,454,280,165,0,0
2021,13/11/2021,Southbound,Heavy Vehicles,2,4,4,5,15,42,41,50,52,52,57,71,54,68,45,49,46,36,22,20,12,15,14,8,0,0
2021,13/11/2021,Northbound,Heavy Vehicles,4,3,3,11,15,52,63,59,64,54,52,44,46,44,34,25,25,24,17,7,13,10,11,6,0,0
2021,13/11/2021,Northbound,Light Vehicles,85,49,47,64,250,683,783,1053,1176,1299,1405,1331,1362,1270,1190,1086,1055,915,611,519,486,472,363,200,0,0
